date,product_name,current_price,original_price,discount_price,rating,year,month,quarter,day_of_week,is_weekend,day_of_year,price_change,price_change_pct,days_since_last_change,discount_percentage
2024-07-13,Apple iPhone 14,67279,71217,3938,4.4,2024,7,3,5,1,195,-993.0,-1.4544762127958744,607,5.53
2024-07-14,Apple iPhone 14,67015,68227,1211,4.4,2024,7,3,6,1,196,-264.0,-0.39239584417128937,608,1.78
2024-07-15,Apple iPhone 14,67527,68172,645,4.4,2024,7,3,0,0,197,512.0,0.7640080578974917,609,0.95
2024-07-16,Apple iPhone 14,67130,70348,3217,4.5,2024,7,3,1,0,198,-397.0,-0.5879129829549634,610,4.57
2024-07-17,Apple iPhone 14,67544,68411,867,4.4,2024,7,3,2,0,199,414.0,0.6167138388202043,611,1.27
2024-07-18,Apple iPhone 14,67231,69769,2538,4.4,2024,7,3,3,0,200,-313.0,-0.4634016344901126,612,3.64
2024-07-19,Apple iPhone 14,67285,68858,1573,4.5,2024,7,3,4,0,201,54.0,0.08032009043448252,613,2.28
2024-07-20,Apple iPhone 14,65705,70435,4729,4.4,2024,7,3,5,1,202,-1580.0,-2.348220257115252,614,6.72
2024-07-21,Apple iPhone 14,67093,68816,1723,4.4,2024,7,3,6,1,203,1388.0,2.112472414580324,615,2.5
2024-07-22,Apple iPhone 14,67658,70810,3151,4.4,2024,7,3,0,0,204,565.0,0.8421146766428578,616,4.45
2024-07-23,Apple iPhone 14,66557,67993,1435,4.5,2024,7,3,1,0,205,-1101.0,-1.6273020189778054,617,2.11
2024-07-24,Apple iPhone 14,66466,69404,2938,4.4,2024,7,3,2,0,206,-91.0,-0.13672491248103436,618,4.23
2024-07-25,Apple iPhone 14,66874,71066,4191,4.4,2024,7,3,3,0,207,408.0,0.6138476815213734,619,5.9
2024-07-26,Apple iPhone 14,66012,69842,3829,4.5,2024,7,3,4,0,208,-862.0,-1.2889912372521461,620,5.48
2024-07-27,Apple iPhone 14,67081,67863,782,4.4,2024,7,3,5,1,209,1069.0,1.6194025328728046,621,1.15
2024-07-28,Apple iPhone 14,66801,71061,4260,4.5,2024,7,3,6,1,210,-280.0,-0.4174058228112232,622,5.99
2024-07-29,Apple iPhone 14,67094,72016,4921,4.5,2024,7,3,0,0,211,293.0,0.43861618838041405,623,6.83
2024-07-30,Apple iPhone 14,66189,71427,5237,4.4,2024,7,3,1,0,212,-905.0,-1.3488538468417466,624,7.33
2024-07-31,Apple iPhone 14,66390,68713,2322,4.5,2024,7,3,2,0,213,201.0,0.3036758373747839,625,3.38
2024-08-01,Apple iPhone 14,64949,65062,113,4.5,2024,8,3,3,0,214,-1441.0,-2.1705076065672513,626,0.17
2024-08-02,Apple iPhone 14,66463,67046,583,4.4,2024,8,3,4,0,215,1514.0,2.3310597545766587,627,0.87
2024-08-03,Apple iPhone 14,65937,70538,4600,4.5,2024,8,3,5,1,216,-526.0,-0.7914177813219347,628,6.52
2024-08-04,Apple iPhone 14,65846,69405,3559,4.4,2024,8,3,6,1,217,-91.0,-0.1380105251982955,629,5.13
2024-08-05,Apple iPhone 14,65498,68440,2941,4.5,2024,8,3,0,0,218,-348.0,-0.5285059077240861,630,4.3
2024-08-06,Apple iPhone 14,66323,68136,1812,4.5,2024,8,3,1,0,219,825.0,1.2595804452044446,631,2.66
2024-08-07,Apple iPhone 14,66340,68165,1825,4.5,2024,8,3,2,0,220,17.0,0.025632133648967326,632,2.68
2024-08-08,Apple iPhone 14,65876,67451,1574,4.6,2024,8,3,3,0,221,-464.0,-0.6994271932469154,633,2.34
2024-08-09,Apple iPhone 14,66200,67343,1142,4.5,2024,8,3,4,0,222,324.0,0.49183314105287756,634,1.7
2024-08-10,Apple iPhone 14,65727,70413,4685,4.6,2024,8,3,5,1,223,-473.0,-0.7145015105740171,635,6.66
2024-08-11,Apple iPhone 14,66392,68783,2390,4.5,2024,8,3,6,1,224,665.0,1.011760768025316,636,3.48
2024-08-12,Apple iPhone 14,65857,69157,3300,4.5,2024,8,3,0,0,225,-535.0,-0.8058199783106401,637,4.77
2024-08-13,Apple iPhone 14,65943,70971,5027,4.6,2024,8,3,1,0,226,86.0,0.13058596656392307,638,7.08
2024-08-14,Apple iPhone 14,66171,66674,502,4.5,2024,8,3,2,0,227,228.0,0.3457531504481137,639,0.75
2024-08-15,Apple iPhone 14,65779,67813,2034,4.6,2024,8,3,3,0,228,-392.0,-0.5924045276631706,640,3.0
2024-08-16,Apple iPhone 14,66376,69695,3318,4.5,2024,8,3,4,0,229,597.0,0.907584487450408,641,4.76
2024-08-17,Apple iPhone 14,66028,67686,1658,4.5,2024,8,3,5,1,230,-348.0,-0.5242858864649924,642,2.45
2024-08-18,Apple iPhone 14,64902,65282,379,4.6,2024,8,3,6,1,231,-1126.0,-1.7053371297025555,643,0.58
2024-08-19,Apple iPhone 14,66797,69600,2803,4.5,2024,8,3,0,0,232,1895.0,2.919786755415865,644,4.03
2024-08-20,Apple iPhone 14,65781,66210,429,4.6,2024,8,3,1,0,233,-1016.0,-1.5210263934009038,645,0.65
2024-08-21,Apple iPhone 14,64692,65326,633,4.6,2024,8,3,2,0,234,-1089.0,-1.6554932275277046,646,0.97
2024-08-22,Apple iPhone 14,65418,70639,5221,4.5,2024,8,3,3,0,235,726.0,1.1222407716564575,647,7.39
2024-08-23,Apple iPhone 14,65176,69814,4637,4.6,2024,8,3,4,0,236,-242.0,-0.36992876578312295,648,6.64
2024-08-24,Apple iPhone 14,65068,67656,2588,4.7,2024,8,3,5,1,237,-108.0,-0.16570516754633724,649,3.83
2024-08-25,Apple iPhone 14,65344,68447,3102,4.6,2024,8,3,6,1,238,276.0,0.4241716358271308,650,4.53
2024-08-26,Apple iPhone 14,65653,67757,2104,4.6,2024,8,3,0,0,239,309.0,0.4728819784524996,651,3.11
2024-08-27,Apple iPhone 14,65269,66662,1392,4.6,2024,8,3,1,0,240,-384.0,-0.5848933026670555,652,2.09
2024-08-28,Apple iPhone 14,65437,67071,1634,4.6,2024,8,3,2,0,241,168.0,0.25739631371708427,653,2.44
2024-08-29,Apple iPhone 14,64422,64554,131,4.5,2024,8,3,3,0,242,-1015.0,-1.551110228158381,654,0.2
2024-08-30,Apple iPhone 14,64932,67581,2649,4.6,2024,8,3,4,0,243,510.0,0.791655024681015,655,3.92
2024-08-31,Apple iPhone 14,65035,68914,3878,4.7,2024,8,3,5,1,244,103.0,0.15862748721739983,656,5.63
2024-09-01,Apple iPhone 14,65494,66671,1176,4.6,2024,9,3,6,1,245,459.0,0.705773814100108,657,1.77
2024-09-02,Apple iPhone 14,64987,69745,4758,4.7,2024,9,3,0,0,246,-507.0,-0.7741167129813431,658,6.82
2024-09-03,Apple iPhone 14,64465,65637,1171,4.6,2024,9,3,1,0,247,-522.0,-0.8032375705910422,659,1.79
2024-09-04,Apple iPhone 14,65698,68971,3272,4.6,2024,9,3,2,0,248,1233.0,1.9126657876366915,660,4.75
2024-09-05,Apple iPhone 14,65001,68987,3985,4.5,2024,9,3,3,0,249,-697.0,-1.060915096349968,661,5.78
2024-09-06,Apple iPhone 14,63654,63984,330,4.5,2024,9,3,4,0,250,-1347.0,-2.0722758111413664,662,0.52
2024-09-07,Apple iPhone 14,65025,69060,4035,4.6,2024,9,3,5,1,251,1371.0,2.153831652370619,663,5.84
2024-09-08,Apple iPhone 14,64061,67058,2996,4.6,2024,9,3,6,1,252,-964.0,-1.4825067281814652,664,4.47
2024-09-09,Apple iPhone 14,64095,68639,4543,4.6,2024,9,3,0,0,253,34.0,0.053074413449683,665,6.62
2024-09-10,Apple iPhone 14,64010,64163,153,4.6,2024,9,3,1,0,254,-85.0,-0.13261564864653907,666,0.24
2024-09-11,Apple iPhone 14,64325,66870,2545,4.6,2024,9,3,2,0,255,315.0,0.4921106077175441,667,3.81
2024-09-12,Apple iPhone 14,64434,67384,2950,4.7,2024,9,3,3,0,256,109.0,0.16945200155460416,668,4.38
2024-09-13,Apple iPhone 14,64375,68667,4292,4.6,2024,9,3,4,0,257,-59.0,-0.0915665642362673,669,6.25
2024-09-14,Apple iPhone 14,63474,63993,519,4.6,2024,9,3,5,1,258,-901.0,-1.3996116504854328,670,0.81
2024-09-15,Apple iPhone 14,63852,66165,2313,4.6,2024,9,3,6,1,259,378.0,0.5955194252764917,671,3.5
2024-09-16,Apple iPhone 14,63572,68493,4921,4.7,2024,9,3,0,0,260,-280.0,-0.43851406377247715,672,7.18
2024-09-17,Apple iPhone 14,62778,63902,1123,4.6,2024,9,3,1,0,261,-794.0,-1.24897753728056,673,1.76
2024-09-18,Apple iPhone 14,64197,64794,597,4.6,2024,9,3,2,0,262,1419.0,2.260345981076184,674,0.92
2024-09-19,Apple iPhone 14,63196,64586,1389,4.6,2024,9,3,3,0,263,-1001.0,-1.5592628939047004,675,2.15
2024-09-20,Apple iPhone 14,62881,66148,3267,4.6,2024,9,3,4,0,264,-315.0,-0.4984492689410702,676,4.94
2024-09-21,Apple iPhone 14,63935,68469,4533,4.6,2024,9,3,5,1,265,1054.0,1.6761819945611656,677,6.62
2024-09-22,Apple iPhone 14,63680,68479,4799,4.6,2024,9,3,6,1,266,-255.0,-0.3988425744897106,678,7.01
2024-09-23,Apple iPhone 14,63492,68479,4987,4.7,2024,9,3,0,0,267,-188.0,-0.29522613065326997,679,7.28
2024-09-24,Apple iPhone 14,62935,63168,232,4.6,2024,9,3,1,0,268,-557.0,-0.8772758772758737,680,0.37
2024-09-25,Apple iPhone 14,63469,64984,1514,4.6,2024,9,3,2,0,269,534.0,0.8484944784301174,681,2.33
2024-09-26,Apple iPhone 14,62365,62775,410,4.7,2024,9,3,3,0,270,-1104.0,-1.7394318486190108,682,0.65
2024-09-27,Apple iPhone 14,62869,67609,4739,4.7,2024,9,3,4,0,271,504.0,0.8081455944840776,683,7.01
2024-09-28,Apple iPhone 14,63569,67766,4197,4.7,2024,9,3,5,1,272,700.0,1.1134263309421133,684,6.19
2024-09-29,Apple iPhone 14,61972,66647,4675,4.6,2024,9,3,6,1,273,-1597.0,-2.512230804322857,685,7.01
2024-09-30,Apple iPhone 14,62594,65694,3100,4.7,2024,9,3,0,0,274,622.0,1.0036790808752416,686,4.72
2024-10-01,Apple iPhone 14,62745,65590,2844,4.6,2024,10,4,1,0,275,151.0,0.24123717928234978,687,4.34
2024-10-02,Apple iPhone 14,62410,64417,2007,4.7,2024,10,4,2,0,276,-335.0,-0.5339070842298232,688,3.12
2024-10-03,Apple iPhone 14,62324,62419,94,4.7,2024,10,4,3,0,277,-86.0,-0.1377984297388224,689,0.15
2024-10-04,Apple iPhone 14,62632,66214,3581,4.7,2024,10,4,4,0,278,308.0,0.4941916436685734,690,5.41
2024-10-05,Apple iPhone 14,61824,64468,2643,4.6,2024,10,4,5,1,279,-808.0,-1.2900753608379056,691,4.1
2024-10-06,Apple iPhone 14,62786,65591,2804,4.7,2024,10,4,6,1,280,962.0,1.5560300207039246,692,4.28
2024-10-07,Apple iPhone 14,62951,67125,4174,4.6,2024,10,4,0,0,281,165.0,0.26279743891950424,693,6.22
2024-10-08,Apple iPhone 14,62848,66037,3189,4.6,2024,10,4,1,0,282,-103.0,-0.16361932296548032,694,4.83
2024-10-09,Apple iPhone 14,62301,65782,3481,4.7,2024,10,4,2,0,283,-547.0,-0.8703538696537727,695,5.29
2024-10-10,Apple iPhone 14,62292,63258,966,4.7,2024,10,4,3,0,284,-9.0,-0.01444599605142649,696,1.53
2024-10-11,Apple iPhone 14,62513,63827,1314,4.6,2024,10,4,4,0,285,221.0,0.3547807102035616,697,2.06
2024-10-12,Apple iPhone 14,62712,64121,1408,4.6,2024,10,4,5,1,286,199.0,0.3183337865724001,698,2.2
2024-10-13,Apple iPhone 14,61787,62317,529,4.7,2024,10,4,6,1,287,-925.0,-1.474996810817708,699,0.85
2024-10-14,Apple iPhone 14,61742,64486,2743,4.6,2024,10,4,0,0,288,-45.0,-0.07283085438684056,700,4.26
2024-10-15,Apple iPhone 14,62634,65545,2910,4.6,2024,10,4,1,0,289,892.0,1.4447215833630178,701,4.44
2024-10-16,Apple iPhone 14,61219,64618,3399,4.6,2024,10,4,2,0,290,-1415.0,-2.2591563687454075,702,5.26
2024-10-17,Apple iPhone 14,60646,64357,3711,4.6,2024,10,4,3,0,291,-573.0,-0.9359839265587477,703,5.77
2024-10-18,Apple iPhone 14,61976,63626,1650,4.7,2024,10,4,4,0,292,1330.0,2.193054776902015,704,2.59
2024-10-19,Apple iPhone 14,62613,64385,1772,4.6,2024,10,4,5,1,293,637.0,1.0278172195688606,705,2.75
2024-10-20,Apple iPhone 14,61825,65109,3284,4.6,2024,10,4,6,1,294,-788.0,-1.2585245875457174,706,5.04
2024-10-21,Apple iPhone 14,61819,64636,2816,4.6,2024,10,4,0,0,295,-6.0,-0.009704811969268867,707,4.36
2024-10-22,Apple iPhone 14,61715,65346,3631,4.6,2024,10,4,1,0,296,-104.0,-0.1682330675035204,708,5.56
2024-10-23,Apple iPhone 14,61286,65442,4156,4.6,2024,10,4,2,0,297,-429.0,-0.6951308433930214,709,6.35
2024-10-24,Apple iPhone 14,61712,65829,4116,4.6,2024,10,4,3,0,298,426.0,0.6951016545377442,710,6.25
2024-10-25,Apple iPhone 14,61873,63503,1630,4.8,2024,10,4,4,0,299,161.0,0.2608892921960093,711,2.57
2024-10-26,Apple iPhone 14,61786,64449,2662,4.7,2024,10,4,5,1,300,-87.0,-0.1406106055953371,712,4.13
2024-10-27,Apple iPhone 14,60452,61447,995,4.6,2024,10,4,6,1,301,-1334.0,-2.159065160392326,713,1.62
2024-10-28,Apple iPhone 14,61792,66702,4910,4.7,2024,10,4,0,0,302,1340.0,2.2166346853702112,714,7.36
2024-10-29,Apple iPhone 14,61444,64569,3125,4.6,2024,10,4,1,0,303,-348.0,-0.5631796996374949,715,4.84
2024-10-30,Apple iPhone 14,61362,63259,1897,4.6,2024,10,4,2,0,304,-82.0,-0.133454853199666,716,3.0
2024-10-31,Apple iPhone 14,61400,62089,688,4.7,2024,10,4,3,0,305,38.0,0.06192757732799148,717,1.11
2024-11-01,Apple iPhone 14,60979,63198,2219,4.6,2024,11,4,4,0,306,-421.0,-0.6856677524429977,718,3.51
2024-11-02,Apple iPhone 14,61311,61681,370,4.6,2024,11,4,5,1,307,332.0,0.5444497285950867,719,0.6
2024-11-03,Apple iPhone 14,61161,62532,1371,4.6,2024,11,4,6,1,308,-150.0,-0.24465430346919392,720,2.19
2024-11-04,Apple iPhone 14,60187,64278,4091,4.6,2024,11,4,0,0,309,-974.0,-1.5925181079446071,721,6.36
2024-11-05,Apple iPhone 14,61266,62110,844,4.7,2024,11,4,1,0,310,1079.0,1.7927459418146885,722,1.36
2024-11-06,Apple iPhone 14,60565,63061,2496,4.6,2024,11,4,2,0,311,-701.0,-1.1441909052329224,723,3.96
2024-11-07,Apple iPhone 14,61027,62066,1038,4.5,2024,11,4,3,0,312,462.0,0.7628168083876785,724,1.67
2024-11-08,Apple iPhone 14,61387,62375,988,4.6,2024,11,4,4,0,313,360.0,0.5899028298949727,725,1.58
2024-11-09,Apple iPhone 14,60371,63563,3191,4.6,2024,11,4,5,1,314,-1016.0,-1.6550735497743774,726,5.02
2024-11-10,Apple iPhone 14,60679,63190,2511,4.6,2024,11,4,6,1,315,308.0,0.5101787281973191,727,3.97
2024-11-11,Apple iPhone 14,60650,63594,2944,4.6,2024,11,4,0,0,316,-29.0,-0.04779248174822115,728,4.63
2024-11-12,Apple iPhone 14,61385,66054,4668,4.7,2024,11,4,1,0,317,735.0,1.211871393239905,729,7.07
2024-11-13,Apple iPhone 14,61535,65328,3792,4.6,2024,11,4,2,0,318,150.0,0.24435937118187923,730,5.81
2024-11-14,Apple iPhone 14,61386,63714,2328,4.5,2024,11,4,3,0,319,-149.0,-0.24213862029739408,731,3.65
2024-11-15,Apple iPhone 14,61006,63817,2810,4.5,2024,11,4,4,0,320,-380.0,-0.6190336558824505,732,4.4
2024-11-16,Apple iPhone 14,60251,60980,729,4.6,2024,11,4,5,1,321,-755.0,-1.2375831885388378,733,1.2
2024-11-17,Apple iPhone 14,61238,65259,4020,4.5,2024,11,4,6,1,322,987.0,1.6381470846956958,734,6.16
2024-11-18,Apple iPhone 14,60289,64330,4041,4.6,2024,11,4,0,0,323,-949.0,-1.5496913681047664,735,6.28
2024-11-19,Apple iPhone 14,60417,63539,3121,4.7,2024,11,4,1,0,324,128.0,0.2123107034450733,736,4.91
2024-11-20,Apple iPhone 14,60564,61731,1166,4.6,2024,11,4,2,0,325,147.0,0.24330900243310083,737,1.89
2024-11-21,Apple iPhone 14,60998,63803,2804,4.6,2024,11,4,3,0,326,434.0,0.7165973185390584,738,4.4
2024-11-22,Apple iPhone 14,60826,62241,1415,4.5,2024,11,4,4,0,327,-172.0,-0.2819764582445372,739,2.27
2024-11-23,Apple iPhone 14,61159,61190,31,4.6,2024,11,4,5,1,328,333.0,0.547463255844538,740,0.05
2024-11-24,Apple iPhone 14,60289,64646,4356,4.6,2024,11,4,6,1,329,-870.0,-1.4225216239637684,741,6.74
2024-11-25,Apple iPhone 14,60267,62306,2038,4.4,2024,11,4,0,0,330,-22.0,-0.03649090215461781,742,3.27
2024-11-26,Apple iPhone 14,60305,60541,236,4.5,2024,11,4,1,0,331,38.0,0.0630527486020549,743,0.39
2024-11-27,Apple iPhone 14,61414,61692,277,4.5,2024,11,4,2,0,332,1109.0,1.8389851587762296,744,0.45
2024-11-28,Apple iPhone 14,60690,63315,2625,4.4,2024,11,4,3,0,333,-724.0,-1.178884293483573,745,4.15
2024-11-29,Apple iPhone 14,60625,61053,427,4.5,2024,11,4,4,0,334,-65.0,-0.10710166419508615,746,0.7
2024-11-30,Apple iPhone 14,60246,64466,4219,4.5,2024,11,4,5,1,335,-379.0,-0.6251546391752627,747,6.55
2024-12-01,Apple iPhone 14,59597,60880,1282,4.6,2024,12,4,6,1,336,-649.0,-1.0772499419048565,748,2.11
2024-12-02,Apple iPhone 14,60241,64115,3874,4.6,2024,12,4,0,0,337,644.0,1.0805913049314553,749,6.04
2024-12-03,Apple iPhone 14,60300,65078,4777,4.6,2024,12,4,1,0,338,59.0,0.097939941236036,750,7.34
2024-12-04,Apple iPhone 14,60043,61093,1050,4.5,2024,12,4,2,0,339,-257.0,-0.4262023217247113,751,1.72
2024-12-05,Apple iPhone 14,60107,60416,309,4.5,2024,12,4,3,0,340,64.0,0.10659027696817702,752,0.51
2024-12-06,Apple iPhone 14,60193,61507,1314,4.6,2024,12,4,4,0,341,86.0,0.14307817725056626,753,2.14
2024-12-07,Apple iPhone 14,60733,62646,1912,4.4,2024,12,4,5,1,342,540.0,0.8971142823916312,754,3.05
2024-12-08,Apple iPhone 14,60048,61649,1600,4.6,2024,12,4,6,1,343,-685.0,-1.1278876393394088,755,2.6
2024-12-09,Apple iPhone 14,60336,65038,4702,4.5,2024,12,4,0,0,344,288.0,0.47961630695443347,756,7.23
2024-12-10,Apple iPhone 14,60528,61934,1406,4.4,2024,12,4,1,0,345,192.0,0.31821797931583795,757,2.27
2024-12-11,Apple iPhone 14,59807,60942,1134,4.5,2024,12,4,2,0,346,-721.0,-1.1911842453079524,758,1.86
2024-12-12,Apple iPhone 14,60994,65340,4345,4.5,2024,12,4,3,0,347,1187.0,1.984717507984013,759,6.65
2024-12-13,Apple iPhone 14,60640,61751,1111,4.5,2024,12,4,4,0,348,-354.0,-0.5803849558973062,760,1.8
2024-12-14,Apple iPhone 14,61314,62712,1398,4.5,2024,12,4,5,1,349,674.0,1.1114775725593606,761,2.23
2024-12-15,Apple iPhone 14,61307,64363,3056,4.5,2024,12,4,6,1,350,-7.0,-0.011416642202433103,762,4.75
2024-12-16,Apple iPhone 14,60447,62917,2469,4.4,2024,12,4,0,0,351,-860.0,-1.402776191951982,763,3.93
2024-12-17,Apple iPhone 14,60119,60352,233,4.4,2024,12,4,1,0,352,-328.0,-0.5426241169950496,764,0.39
2024-12-18,Apple iPhone 14,60811,62917,2106,4.5,2024,12,4,2,0,353,692.0,1.1510504166736046,765,3.35
2024-12-19,Apple iPhone 14,59954,61746,1792,4.4,2024,12,4,3,0,354,-857.0,-1.409284504448205,766,2.9
2024-12-20,Apple iPhone 14,60802,64686,3884,4.4,2024,12,4,4,0,355,848.0,1.4144177202521924,767,6.0
2024-12-21,Apple iPhone 14,60677,61531,854,4.4,2024,12,4,5,1,356,-125.0,-0.205585342587411,768,1.39
2024-12-22,Apple iPhone 14,60306,64895,4589,4.4,2024,12,4,6,1,357,-371.0,-0.6114343161329638,769,7.07
2024-12-23,Apple iPhone 14,60338,63093,2755,4.5,2024,12,4,0,0,358,32.0,0.053062713494500535,770,4.37
2024-12-24,Apple iPhone 14,61330,62581,1251,4.4,2024,12,4,1,0,359,992.0,1.6440717292585116,771,2.0
2024-12-25,Apple iPhone 14,60280,64434,4154,4.4,2024,12,4,2,0,360,-1050.0,-1.7120495679113001,772,6.45
2024-12-26,Apple iPhone 14,60583,65359,4775,4.4,2024,12,4,3,0,361,303.0,0.5026542800265377,773,7.31
2024-12-27,Apple iPhone 14,61844,66748,4904,4.5,2024,12,4,4,0,362,1261.0,2.081441988676702,774,7.35
2024-12-28,Apple iPhone 14,59969,60979,1009,4.4,2024,12,4,5,1,363,-1875.0,-3.031822003751372,775,1.66
2024-12-29,Apple iPhone 14,59619,62389,2769,4.4,2024,12,4,6,1,364,-350.0,-0.5836348780203116,776,4.44
2024-12-30,Apple iPhone 14,60816,62968,2152,4.4,2024,12,4,0,0,365,1197.0,2.007749207467424,777,3.42
2024-12-31,Apple iPhone 14,61407,65330,3923,4.4,2024,12,4,1,0,366,591.0,0.9717837411207686,778,6.0
2025-01-01,Apple iPhone 14,60980,64819,3839,4.3,2025,1,1,2,0,1,-427.0,-0.6953604637907729,779,5.92
2025-01-02,Apple iPhone 14,61289,66035,4745,4.5,2025,1,1,3,0,2,309.0,0.5067235159068595,780,7.19
2025-01-03,Apple iPhone 14,60219,63966,3747,4.4,2025,1,1,4,0,3,-1070.0,-1.7458271467963304,781,5.86
2025-01-04,Apple iPhone 14,60705,64828,4122,4.5,2025,1,1,5,1,4,486.0,0.8070542519802659,782,6.36
2025-01-05,Apple iPhone 14,60687,62452,1764,4.4,2025,1,1,6,1,5,-18.0,-0.029651593773161178,783,2.83
2025-01-06,Apple iPhone 14,60422,63536,3114,4.4,2025,1,1,0,0,6,-265.0,-0.43666683144660823,784,4.9
2025-01-07,Apple iPhone 14,60201,63306,3104,4.4,2025,1,1,1,0,7,-221.0,-0.3657608155969716,785,4.9
2025-01-08,Apple iPhone 14,60354,62886,2532,4.4,2025,1,1,2,0,8,153.0,0.2541486021826911,786,4.03
2025-01-09,Apple iPhone 14,60662,61434,771,4.4,2025,1,1,3,0,9,308.0,0.5103224309904952,787,1.26
2025-01-10,Apple iPhone 14,60811,65202,4390,4.4,2025,1,1,4,0,10,149.0,0.24562328970361147,788,6.73
2025-01-11,Apple iPhone 14,61622,64729,3107,4.4,2025,1,1,5,1,11,811.0,1.3336402953413096,789,4.8
2025-01-12,Apple iPhone 14,60632,64641,4009,4.3,2025,1,1,6,1,12,-990.0,-1.6065690824705436,790,6.2
2025-01-13,Apple iPhone 14,60149,61957,1808,4.4,2025,1,1,0,0,13,-483.0,-0.796609051326036,791,2.92
2025-01-14,Apple iPhone 14,60998,63321,2322,4.3,2025,1,1,1,0,14,849.0,1.4114947879432682,792,3.67
2025-01-15,Apple iPhone 14,60418,63295,2876,4.3,2025,1,1,2,0,15,-580.0,-0.9508508475687738,793,4.55
2025-01-16,Apple iPhone 14,61525,65797,4271,4.3,2025,1,1,3,0,16,1107.0,1.8322354265285279,794,6.49
2025-01-17,Apple iPhone 14,60763,62024,1260,4.4,2025,1,1,4,0,17,-762.0,-1.2385209264526575,795,2.03
2025-01-18,Apple iPhone 14,61293,64831,3537,4.3,2025,1,1,5,1,18,530.0,0.8722413310731758,796,5.46
2025-01-19,Apple iPhone 14,61007,65345,4338,4.3,2025,1,1,6,1,19,-286.0,-0.4666111954056751,797,6.64
2025-01-20,Apple iPhone 14,61028,63838,2810,4.3,2025,1,1,0,0,20,21.0,0.03442227941055087,798,4.4
2025-01-21,Apple iPhone 14,61031,64870,3839,4.4,2025,1,1,1,0,21,3.0,0.004915776364944335,799,5.92
2025-01-22,Apple iPhone 14,61697,63287,1590,4.3,2025,1,1,2,0,22,666.0,1.0912487096721435,800,2.51
2025-01-23,Apple iPhone 14,61331,61959,627,4.4,2025,1,1,3,0,23,-366.0,-0.5932217125630079,801,1.01
2025-01-24,Apple iPhone 14,59869,63711,3842,4.3,2025,1,1,4,0,24,-1462.0,-2.383786339697702,802,6.03
2025-01-25,Apple iPhone 14,60689,61665,976,4.3,2025,1,1,5,1,25,820.0,1.36965708463479,803,1.58
2025-01-26,Apple iPhone 14,60532,62144,1611,4.4,2025,1,1,6,1,26,-157.0,-0.2586959745588202,804,2.59
2025-01-27,Apple iPhone 14,60679,64860,4181,4.3,2025,1,1,0,0,27,147.0,0.24284675873917916,805,6.45
2025-01-28,Apple iPhone 14,62116,64647,2530,4.4,2025,1,1,1,0,28,1437.0,2.3681998714547126,806,3.92
2025-01-29,Apple iPhone 14,60459,64890,4431,4.3,2025,1,1,2,0,29,-1657.0,-2.667589670938242,807,6.83
2025-01-30,Apple iPhone 14,60766,64978,4212,4.4,2025,1,1,3,0,30,307.0,0.5077821333465682,808,6.48
2025-01-31,Apple iPhone 14,61840,65924,4084,4.4,2025,1,1,4,0,31,1074.0,1.7674357370898175,809,6.2
2025-02-01,Apple iPhone 14,60931,64534,3603,4.4,2025,2,1,5,1,32,-909.0,-1.4699223803363526,810,5.58
2025-02-02,Apple iPhone 14,61978,65887,3908,4.2,2025,2,1,6,1,33,1047.0,1.718337135448289,811,5.93
2025-02-03,Apple iPhone 14,61617,65141,3524,4.4,2025,2,1,0,0,34,-361.0,-0.5824647455548781,812,5.41
2025-02-04,Apple iPhone 14,61338,63014,1676,4.3,2025,2,1,1,0,35,-279.0,-0.45279711767856057,813,2.66
2025-02-05,Apple iPhone 14,61327,64748,3420,4.4,2025,2,1,2,0,36,-11.0,-0.01793341810949478,814,5.28
2025-02-06,Apple iPhone 14,61602,64555,2953,4.3,2025,2,1,3,0,37,275.0,0.44841586902995,815,4.57
2025-02-07,Apple iPhone 14,61883,64832,2949,4.4,2025,2,1,4,0,38,281.0,0.4561540209733428,816,4.55
2025-02-08,Apple iPhone 14,61015,65457,4442,4.4,2025,2,1,5,1,39,-868.0,-1.402646930497875,817,6.79
2025-02-09,Apple iPhone 14,61836,63538,1701,4.3,2025,2,1,6,1,40,821.0,1.3455707612882062,818,2.68
2025-02-10,Apple iPhone 14,62303,63265,962,4.4,2025,2,1,0,0,41,467.0,0.7552234944045555,819,1.52
2025-02-11,Apple iPhone 14,62406,66429,4023,4.3,2025,2,1,1,0,42,103.0,0.165321092082249,820,6.06
2025-02-12,Apple iPhone 14,61248,62083,834,4.3,2025,2,1,2,0,43,-1158.0,-1.855590808576102,821,1.34
2025-02-13,Apple iPhone 14,61710,63255,1545,4.2,2025,2,1,3,0,44,462.0,0.7543103448275801,822,2.44
2025-02-14,Apple iPhone 14,61998,62479,480,4.4,2025,2,1,4,0,45,288.0,0.4666990763247503,823,0.77
2025-02-15,Apple iPhone 14,61404,64505,3101,4.4,2025,2,1,5,1,46,-594.0,-0.9580954224329807,824,4.81
2025-02-16,Apple iPhone 14,61429,62665,1235,4.4,2025,2,1,6,1,47,25.0,0.04071396000260297,825,1.97
2025-02-17,Apple iPhone 14,61388,65205,3816,4.4,2025,2,1,0,0,48,-41.0,-0.06674372039264798,826,5.85
2025-02-18,Apple iPhone 14,61626,63966,2339,4.4,2025,2,1,1,0,49,238.0,0.3876979214178622,827,3.66
